jd,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,F10,F81,S10,S10B,XM10,XM10B
2459262.0,7,27,27,27,7,15,7,3,71.0,75.9,58.6,62.0,77.5,79.2
2459263.0,7,15,7,7,7,7,7,7,72.0,75.9,59.7,62.0,76.7,79.3
2459264.0,15,7,3,3,3,0,0,3,71.0,76.0,60.5,62.1,76.4,79.3
2459265.0,7,3,7,7,27,27,27,27,73.0,75.9,60.4,62.1,78.5,79.3
2459266.0,15,15,27,15,15,27,27,27,76.0,76.0,60.7,62.1,79.7,79.3
2459267.0,27,27,27,27,27,7,7,15,75.0,76.0,60.5,62.1,80.2,79.4
2459268.0,27,27,15,15,15,7,15,15,76.0,76.0,61.0,62.1,80.6,79.4
2459269.0,27,15,15,15,15,7,7,3,78.0,76.0,62.2,62.1,82.6,79.4
2459270.0,15,15,27,15,7,27,27,27,81.0,75.9,63.0,62.2,83.6,79.5
2459271.0,27,15,15,7,3,15,15,15,80.0,75.9,63.7,62.2,81.8,79.5
2459272.0,15,15,3,15,7,7,15,7,80.0,75.9,64.0,62.2,83.3,79.5
2459273.0,3,7,7,3,3,3,3,3,79.0,75.9,62.9,62.1,79.5,79.5
2459274.0,3,7,3,0,3,3,7,15,78.0,75.9,62.6,62.1,79.6,79.5
2459275.0,15,80,48,27,7,7,15,7,71.0,75.8,61.9,62.1,75.6,79.5
2459276.0,7,15,15,7,15,27,48,27,75.0,75.8,61.8,62.1,76.5,79.4
2459277.0,48,48,48,15,15,7,7,15,74.0,75.8,62.1,62.0,76.1,79.4
2459278.0,27,15,3,3,7,7,7,15,81.0,75.8,62.1,62.0,77.4,79.3
2459279.0,7,7,7,7,3,0,7,7,73.0,75.8,61.8,61.9,76.8,79.2
2459280.0,27,27,15,15,15,3,7,7,77.0,75.7,61.8,61.9,78.3,79.2
2459281.0,15,7,3,7,0,15,3,27,78.0,75.7,62.1,61.9,77.9,79.2
2459282.0,3,3,3,3,3,3,15,7,80.0,75.7,63.2,61.9,75.4,79.2
2459283.0,7,0,3,3,3,3,3,0,84.0,75.7,64.3,61.9,76.3,79.1
2459284.0,0,0,0,0,0,0,7,3,79.0,75.8,63.5,61.9,78.5,79.2
2459285.0,0,3,3,3,0,3,3,15,78.0,75.9,63.7,61.9,78.8,79.2
2459286.0,15,7,15,7,7,15,15,15,77.0,76.0,63.2,61.9,81.6,79.3
2459287.0,15,27,15,15,7,15,15,27,81.0,76.1,62.9,62.0,81.4,79.4
2459288.0,27,48,27,27,15,15,15,27,78.0,76.2,63.1,62.0,81.1,79.5
2459289.0,15,7,7,7,3,7,3,3,75.0,76.2,62.5,62.1,79.0,79.6
2459290.0,3,7,0,3,3,3,3,3,79.0,76.3,62.2,62.2,79.5,79.9
2459291.0,7,3,0,0,3,7,3,3,78.0,76.4,62.0,62.2,79.2,80.1
2459292.0,7,7,3,7,0,0,0,3,73.0,76.5,62.2,62.3,81.1,80.2
2459293.0,7,15,7,7,3,0,3,7,74.0,76.6,62.8,62.4,82.9,80.4
2459294.0,7,15,80,48,27,27,15,27,80.0,76.6,63.8,62.4,82.0,80.5
2459295.0,27,27,3,7,27,48,48,15,77.0,76.6,66.0,62.5,81.3,80.6
2459296.0,15,15,7,7,3,3,3,3,80.0,76.7,65.4,62.5,84.1,80.6
2459297.0,15,27,7,7,7,7,7,15,79.0,76.7,65.5,62.5,83.7,80.7
2459298.0,15,15,15,7,7,3,7,15,84.0,76.6,64.2,62.6,86.8,80.7
2459299.0,48,27,27,7,15,3,3,15,79.0,76.6,64.8,62.6,86.5,80.8
2459300.0,27,15,15,15,3,7,7,7,80.0,76.6,64.8,62.6,86.6,80.8
2459301.0,3,3,3,3,0,3,15,27,80.0,76.6,64.5,62.6,85.9,80.9
2459302.0,15,3,3,3,3,0,3,3,75.0,76.7,63.8,62.7,82.2,81.0
2459303.0,3,7,3,3,3,3,3,3,74.0,76.8,63.3,62.7,82.9,81.0
2459304.0,0,3,3,3,3,3,3,7,79.0,76.8,62.5,62.8,79.0,81.1
2459305.0,15,15,7,15,7,15,7,15,73.7,76.9,61.8,62.8,78.7,81.2
2459306.0,15,15,7,7,0,3,7,7,77.8,77.0,61.3,62.9,75.9,81.4
2459307.0,7,3,3,3,3,15,7,3,72.0,77.0,60.6,62.9,78.4,81.4
2459308.0,7,7,3,3,3,0,3,3,72.8,77.0,60.0,63.0,74.0,81.5
2459309.0,3,0,3,0,3,3,0,3,70.1,77.0,60.5,63.0,78.0,81.6
2459310.0,3,3,3,3,15,3,0,3,72.0,76.9,60.4,63.1,77.2,81.7
2459311.0,0,0,0,0,3,0,3,3,73.8,76.9,60.3,63.1,77.4,81.7
2459312.0,3,7,15,27,27,48,15,7,75.9,76.8,59.6,63.2,76.5,81.8
2459313.0,3,3,0,7,7,3,7,3,74.2,76.8,59.9,63.2,79.3,81.9
2459314.0,1,1,1,1,1,1,1,1,78.0,76.8,60.0,63.3,79.0,82.0
2459315.0,3,3,3,3,3,7,3,7,70.7,76.7,60.0,63.4,79.5,82.1
2459316.0,7,7,7,3,3,3,7,7,73.3,76.8,60.7,63.4,78.9,82.3
2459317.0,3,3,3,7,3,7,3,0,83.3,76.8,61.6,63.5,81.4,82.5
2459318.0,0,7,3,7,7,7,3,7,73.3,76.9,61.6,63.5,81.6,82.6
2459319.0,3,3,3,7,3,3,7,27,74.9,76.8,62.2,63.6,81.8,82.8
2459320.0,15,15,48,3,7,7,3,7,72.5,77.0,63.5,63.6,85.0,83.0
2459321.0,7,15,15,15,15,15,48,27,77.1,77.1,63.7,63.7,85.3,83.2
2459322.0,48,48,48,27,27,15,15,27,75.9,77.2,64.6,63.8,87.1,83.3
2459323.0,27,27,15,15,7,7,15,27,78.8,77.2,64.4,63.8,83.2,83.5
2459324.0,27,27,15,15,15,15,27,15,86.7,77.1,66.1,63.9,88.1,83.6
2459325.0,15,15,7,15,7,7,15,15,80.7,77.1,66.8,63.9,91.4,83.6
2459326.0,7,15,7,7,7,0,3,3,78.7,77.2,65.9,63.9,85.0,83.7
2459327.0,7,7,7,7,7,0,0,7,84.4,77.2,65.9,64.0,85.7,83.7
2459328.0,15,15,15,7,3,15,15,48,78.3,77.2,65.5,64.0,85.4,83.8
2459329.0,15,15,7,7,7,3,7,15,79.5,77.2,65.5,64.1,88.3,83.9
2459330.0,48,27,15,15,15,7,15,7,79.7,77.2,65.7,64.1,87.5,84.0
2459331.0,27,48,15,3,7,3,3,7,81.3,77.2,65.7,64.2,87.9,84.2
2459332.0,15,15,7,7,3,3,0,3,80.4,77.2,65.9,64.3,87.3,84.3
2459333.0,7,3,3,3,3,0,0,3,79.3,77.3,64.8,64.3,86.6,84.4
2459334.0,7,7,7,7,7,3,7,3,78.0,77.4,63.3,64.4,83.2,84.5
2459335.0,3,7,3,3,3,7,7,7,74.0,77.4,62.7,64.5,81.9,84.6
2459336.0,7,3,3,7,3,3,3,7,72.7,77.4,62.0,64.5,78.4,84.6
2459337.0,15,15,15,3,3,7,7,7,73.1,77.4,61.6,64.6,75.8,84.7
2459338.0,7,3,7,7,3,3,3,3,72.8,77.4,61.7,64.7,77.3,84.8
2459339.0,7,3,3,3,3,0,3,3,71.8,77.3,60.9,64.7,77.8,84.8
2459340.0,3,3,0,0,3,0,3,3,70.7,77.3,60.5,64.8,77.6,84.9
2459341.0,3,3,3,3,7,3,3,0,72.1,77.3,60.8,64.8,80.0,85.0
2459342.0,0,3,0,0,3,3,3,3,75.9,77.4,62.4,64.9,81.9,85.1
2459343.0,3,0,3,7,3,0,0,0,77.4,77.5,62.8,64.9,81.3,85.3
2459344.0,0,3,3,0,3,3,0,7,78.0,77.6,63.5,65.0,83.8,85.4
2459345.0,7,7,7,7,7,3,7,7,78.0,77.6,63.5,65.0,86.0,85.6
2459346.0,7,3,3,3,3,3,0,0,77.6,77.7,65.3,65.1,87.7,85.7
2459347.0,3,3,27,27,140,140,15,15,76.3,77.7,64.4,65.2,86.0,85.9
2459348.0,7,7,7,7,7,3,7,7,76.3,77.9,64.4,65.4,85.8,86.1
2459349.0,0,3,3,3,3,3,7,7,72.4,78.0,65.1,65.5,88.0,86.3
2459350.0,15,3,15,7,3,3,3,3,74.9,78.2,65.8,65.7,89.6,86.5
2459351.0,3,0,3,7,7,3,7,3,74.9,78.3,66.7,65.8,85.7,86.7
2459352.0,3,3,7,3,3,7,7,7,76.5,78.5,68.3,66.0,89.2,87.0
2459353.0,15,27,15,7,7,3,3,3,78.2,78.6,68.9,66.2,88.7,87.3
2459354.0,7,3,3,3,3,3,3,15,77.7,78.9,68.0,66.4,89.4,87.6
2459355.0,15,7,15,27,48,27,27,27,74.0,79.1,66.7,66.6,91.2,88.0
2459356.0,15,7,7,7,3,3,3,3,75.5,79.4,66.0,66.8,88.5,88.4
2459357.0,3,3,7,3,7,3,7,3,77.5,79.7,66.3,67.0,90.3,88.8
2459358.0,3,7,3,3,3,3,3,7,81.0,79.9,66.5,67.2,91.3,89.1
2459359.0,7,3,3,3,3,0,0,3,74.5,80.2,66.5,67.4,89.6,89.5
2459360.0,0,3,0,3,3,3,0,7,85.7,80.4,67.4,67.5,91.3,89.8
2459361.0,3,3,7,3,15,15,48,15,90.3,80.7,68.4,67.7,93.9,90.0
2459362.0,27,15,27,15,7,15,7,7,85.5,80.8,68.1,67.8,92.5,90.1
2459363.0,3,3,0,3,3,0,0,3,79.5,80.8,67.0,67.8,86.0,90.1
2459364.0,3,3,3,7,7,3,15,7,78.1,80.8,66.2,67.9,83.8,90.2
2459365.0,7,3,3,3,3,3,3,15,76.5,80.6,66.6,67.9,82.2,90.1
2459366.0,3,3,3,3,3,3,0,0,84.0,80.6,67.1,67.9,82.9,90.1
2459367.0,3,3,3,0,3,0,3,0,77.3,80.5,67.2,67.9,84.4,90.1
2459368.0,3,3,3,3,15,7,3,3,78.5,80.4,67.0,67.9,88.5,90.1
2459369.0,7,7,15,7,3,3,3,0,77.7,80.4,67.0,67.9,91.0,90.2
2459370.0,7,3,3,3,3,3,3,3,79.4,80.3,67.2,67.9,89.6,90.1
2459371.0,0,3,3,3,3,3,3,7,76.6,80.3,65.7,67.9,89.3,90.1
2459372.0,7,3,3,3,3,3,3,7,79.7,80.2,67.6,67.9,92.1,90.2
2459373.0,3,3,7,7,15,15,15,27,83.2,80.2,69.4,67.9,90.9,90.2
2459374.0,7,7,7,3,3,3,3,3,82.3,80.3,69.2,68.0,89.6,90.3
2459375.0,3,7,7,3,3,3,3,0,81.0,80.3,69.9,68.1,89.8,90.4
2459376.0,3,3,0,3,3,7,7,7,75.6,80.5,69.5,68.3,81.3,90.6
2459377.0,15,15,7,7,15,7,7,7,79.7,80.8,69.8,68.5,93.1,90.8
2459378.0,15,27,7,7,7,7,3,7,80.0,81.1,69.8,68.7,87.3,91.1
2459379.0,15,15,3,3,3,3,3,3,71.1,81.3,70.1,68.9,89.6,91.5
2459380.0,3,3,3,3,3,3,3,7,79.3,81.5,70.0,69.1,93.9,91.9
2459381.0,7,7,7,7,15,15,48,27,77.9,81.6,68.8,69.3,94.4,92.3
2459382.0,27,15,15,15,7,15,7,15,87.7,81.8,67.5,69.5,94.0,92.6
2459383.0,7,7,15,7,3,7,3,3,87.7,81.8,66.9,69.7,95.8,93.0
2459384.0,7,7,7,7,7,3,3,7,79.5,81.9,67.0,69.9,96.7,93.3
2459385.0,7,3,3,3,3,3,3,3,79.6,81.9,66.9,70.0,91.9,93.5
2459386.0,3,3,3,3,3,0,3,15,81.7,81.9,68.2,70.1,90.9,93.7
2459387.0,3,3,3,3,3,3,3,3,81.7,81.9,70.3,70.1,92.4,93.8
2459388.0,3,15,7,7,7,3,3,7,83.5,81.9,73.3,70.2,89.4,93.9
2459389.0,7,3,3,3,3,3,3,0,82.3,81.9,72.9,70.3,91.2,94.0
2459390.0,0,3,7,3,3,3,7,15,83.3,82.0,72.8,70.3,93.4,94.0
2459391.0,15,7,7,7,3,3,3,3,86.1,82.0,74.0,70.3,96.7,93.9
2459392.0,3,0,3,7,3,3,3,0,85.1,82.0,74.7,70.3,99.5,93.9
2459393.0,0,3,3,3,3,3,3,3,89.9,82.0,75.1,70.3,99.4,93.8
2459394.0,3,0,3,3,3,3,3,3,91.6,81.9,76.7,70.3,106.4,93.8
2459395.0,3,0,3,3,3,7,7,3,95.6,81.9,76.5,70.3,112.7,93.8
2459396.0,0,7,15,15,7,15,27,27,97.3,81.9,76.3,70.2,111.6,93.8
2459397.0,15,15,3,3,3,3,3,3,97.2,81.9,76.2,70.2,109.7,93.8
2459398.0,3,3,7,3,3,7,3,3,98.1,81.9,75.7,70.2,109.0,93.8
2459399.0,7,3,7,3,3,3,0,0,96.8,81.8,76.2,70.2,107.0,93.8
2459400.0,3,3,3,3,3,3,0,3,94.1,81.8,75.3,70.2,106.5,93.8
2459401.0,7,3,3,7,7,7,15,7,92.4,81.7,74.2,70.2,100.0,93.8
2459402.0,7,7,15,7,15,3,7,3,86.0,81.5,72.2,70.2,93.6,93.8
2459403.0,3,3,7,7,3,3,3,7,78.6,81.4,70.5,70.2,89.8,93.7
2459404.0,7,3,7,3,3,3,3,3,75.9,81.4,68.9,70.2,89.1,93.8
2459405.0,7,7,7,3,3,3,0,7,76.2,81.4,67.9,70.2,86.6,93.9
2459406.0,15,7,3,3,3,3,7,7,76.5,81.4,66.5,70.2,87.1,94.0
2459407.0,3,0,0,3,3,3,3,3,76.0,81.3,65.5,70.3,87.7,94.1
2459408.0,3,3,3,3,7,7,7,15,74.0,81.3,64.5,70.3,86.8,94.1
2459409.0,7,3,3,3,3,3,3,3,74.3,81.3,64.0,70.3,88.0,94.2
2459410.0,3,3,3,7,15,27,27,15,74.5,81.3,64.6,70.4,86.6,94.2
2459411.0,7,15,7,7,7,7,15,15,75.9,81.4,65.5,70.4,87.4,94.3
2459412.0,7,3,3,0,3,3,7,3,77.5,81.5,68.0,70.5,89.5,94.5
2459413.0,7,3,3,3,3,7,3,3,80.0,81.6,69.3,70.6,92.1,94.6
2459414.0,3,3,3,3,3,3,0,7,83.0,81.7,71.4,70.6,92.6,94.8
2459415.0,7,15,15,3,3,3,7,7,85.3,81.8,72.3,70.7,92.2,95.0
2459416.0,15,7,15,7,3,7,15,15,89.8,82.0,74.3,70.8,94.1,95.1
2459417.0,7,7,3,7,7,7,3,0,96.5,82.2,77.0,70.8,99.9,95.3
2459418.0,7,7,27,27,15,3,0,0,91.8,82.2,79.2,70.9,101.2,95.4
2459419.0,3,3,3,3,3,3,3,7,90.2,82.3,79.5,70.9,105.9,95.5
2459420.0,3,7,3,7,3,3,0,3,86.5,82.5,79.0,70.9,107.5,95.6
2459421.0,0,3,3,3,3,0,3,3,84.2,82.6,78.1,70.9,109.5,95.6
2459422.0,3,3,3,3,3,0,3,3,83.4,82.7,76.8,71.0,110.1,95.6
2459423.0,3,3,3,7,3,3,3,15,82.1,82.8,76.2,71.1,109.0,95.6
2459424.0,27,15,15,15,7,15,15,7,81.2,83.0,75.3,71.2,109.7,95.7
2459425.0,7,15,7,7,7,3,3,7,78.1,83.3,73.3,71.2,102.7,95.8
2459426.0,3,7,7,7,7,3,3,7,77.8,83.5,71.6,71.3,98.9,96.0
2459427.0,7,7,7,7,7,3,7,3,78.2,83.8,71.0,71.4,97.7,96.1
2459428.0,7,3,0,3,3,3,3,3,77.2,84.0,69.8,71.5,93.6,96.3
2459429.0,3,3,0,7,15,27,48,27,76.8,84.1,69.5,71.5,90.6,96.4
2459430.0,27,7,15,15,7,3,3,7,78.1,84.2,68.1,71.5,87.5,96.5
2459431.0,7,7,7,3,3,3,0,0,72.8,84.2,65.5,71.5,84.1,96.5
2459432.0,0,0,0,0,3,3,3,0,76.5,84.1,66.8,71.4,85.7,96.5
2459433.0,3,7,3,3,7,7,7,15,76.5,84.0,67.2,71.3,82.0,96.3
2459434.0,15,15,7,15,15,7,7,7,75.8,83.8,67.4,71.2,84.7,96.1
2459435.0,7,3,3,3,7,3,3,7,75.5,83.6,65.8,71.1,90.8,95.8
2459436.0,3,3,7,7,3,0,3,3,75.0,83.3,65.3,71.0,89.5,95.4
2459437.0,7,7,7,7,15,3,3,7,75.3,83.0,65.0,70.8,90.9,95.1
2459438.0,15,7,7,3,3,3,3,3,75.8,82.8,65.0,70.7,88.8,94.8
2459439.0,3,3,3,3,3,3,3,7,75.6,82.7,65.7,70.7,92.3,94.7
2459440.0,7,7,7,15,3,3,3,3,74.8,82.6,65.7,70.7,90.6,94.7
2459441.0,3,3,7,3,3,3,3,3,74.5,82.5,66.8,70.7,91.8,94.7
2459442.0,15,7,15,7,7,7,7,15,76.5,82.5,67.4,70.7,90.3,94.8
2459443.0,15,15,3,3,7,3,3,7,76.3,82.5,67.6,70.8,89.7,95.0
2459444.0,3,3,3,15,7,3,0,7,75.0,82.6,67.1,70.9,95.0,95.2
2459445.0,15,7,3,3,7,3,3,0,77.1,82.8,68.5,71.0,89.8,95.4
2459446.0,0,3,3,7,7,3,3,3,76.7,82.9,69.3,71.1,89.0,95.7
2459447.0,0,3,7,7,7,7,3,0,79.5,83.2,69.8,71.3,89.1,96.0
2459448.0,0,0,3,3,7,3,3,0,78.9,83.5,69.9,71.5,88.5,96.3
2459449.0,3,3,3,3,3,3,0,0,78.8,83.7,69.8,71.6,91.6,96.5
2459450.0,0,3,3,3,3,3,3,7,79.8,83.8,70.4,71.8,95.0,96.6
2459451.0,0,3,3,7,3,3,7,7,82.6,84.0,70.5,71.9,98.0,96.8
2459452.0,7,15,15,7,7,7,3,3,85.4,84.1,72.1,72.0,100.9,96.9
2459453.0,7,7,7,7,3,3,3,3,90.5,84.1,73.6,72.1,104.9,97.0
2459454.0,15,3,15,0,27,27,27,27,91.3,84.2,74.5,72.1,105.3,97.1
2459455.0,48,15,27,15,7,7,3,3,91.7,84.2,77.9,72.2,105.8,97.2
2459456.0,7,7,3,3,3,7,15,15,90.5,84.3,73.9,72.2,100.3,97.3
2459457.0,3,15,7,7,7,3,3,15,92.4,84.2,73.5,72.2,98.9,97.4
2459458.0,15,15,7,3,3,3,0,7,86.0,84.0,72.8,72.1,97.1,97.3
2459459.0,7,3,3,7,3,3,0,0,85.7,84.0,71.9,72.1,99.2,97.3
2459460.0,3,3,3,3,7,3,3,0,87.3,83.9,72.2,72.0,94.5,97.2
2459461.0,3,3,7,15,7,7,3,7,85.3,83.9,72.5,71.9,92.3,97.0
2459462.0,7,3,7,7,3,3,3,7,88.0,83.8,73.1,71.8,94.5,96.8
2459463.0,7,15,3,7,7,3,0,3,94.9,83.8,73.3,71.7,97.8,96.6
2459464.0,7,15,3,7,3,3,3,7,101.1,83.8,73.8,71.6,101.1,96.3
2459465.0,3,3,7,15,7,7,15,15,102.8,83.7,74.3,71.6,104.2,96.1
2459466.0,27,7,15,27,15,7,7,3,101.9,83.7,74.8,71.5,105.3,95.9
2459467.0,3,7,7,7,3,3,3,7,101.1,83.7,74.5,71.4,103.7,95.8
2459468.0,3,7,7,3,3,3,15,27,97.6,83.6,74.4,71.4,104.2,95.8
2459469.0,15,3,7,3,3,3,7,7,93.0,83.7,73.7,71.4,103.2,95.7
2459470.0,3,3,7,7,7,7,3,7,88.8,83.8,72.5,71.4,98.9,95.8
2459471.0,3,3,15,7,15,7,3,15,84.3,83.9,70.9,71.5,94.8,95.9
2459472.0,7,0,7,7,7,7,7,3,79.0,84.1,70.2,71.6,90.2,96.1
2459473.0,7,7,7,7,3,3,3,7,76.1,84.4,68.5,71.7,84.6,96.4
2459474.0,3,7,3,0,3,3,3,3,74.0,84.8,66.4,71.9,81.3,96.8
2459475.0,7,27,3,27,7,15,48,48,74.1,85.2,66.3,72.2,82.5,97.3
2459476.0,15,27,15,15,7,3,0,3,74.4,85.6,66.6,72.4,84.3,97.7
2459477.0,3,0,0,3,3,0,3,0,75.7,86.0,66.5,72.7,85.7,98.1
2459478.0,3,3,0,3,3,3,0,3,80.7,86.4,68.1,72.9,90.5,98.4
2459479.0,15,0,3,3,3,15,7,15,85.5,86.7,71.2,73.1,97.7,98.8
2459480.0,27,7,27,15,3,3,3,7,89.2,87.0,74.1,73.4,102.5,99.1
2459481.0,15,15,27,7,7,7,7,3,90.2,87.2,76.6,73.6,109.7,99.3
2459482.0,15,7,7,3,3,15,3,3,88.9,87.4,77.1,73.7,108.3,99.5
2459483.0,7,15,7,7,3,3,3,7,88.9,87.6,77.9,73.8,108.8,99.6
2459484.0,3,0,0,3,0,0,3,3,86.7,87.8,77.5,74.0,107.0,99.8
2459485.0,15,7,7,3,3,7,3,15,85.6,87.8,77.7,74.1,107.6,99.9
2459486.0,7,7,7,15,7,7,15,15,89.3,87.9,78.9,74.2,108.6,100.1
2459487.0,3,0,3,7,7,3,7,3,102.0,88.1,80.4,74.2,110.7,100.2
2459488.0,7,3,3,3,3,7,27,15,94.8,88.2,80.1,74.3,109.5,100.3
2459489.0,15,15,27,27,27,7,7,0,90.7,88.3,77.5,74.3,103.8,100.5
2459490.0,0,0,7,27,15,7,3,0,87.1,88.3,75.8,74.4,100.8,100.5
2459491.0,3,7,3,7,7,7,3,7,86.1,88.4,74.8,74.4,99.4,100.5
2459492.0,15,7,3,3,3,3,3,7,83.5,88.3,73.9,74.4,99.6,100.5
2459493.0,7,15,3,0,3,3,0,3,81.7,88.2,73.4,74.3,98.1,100.4
2459494.0,7,7,3,15,7,15,7,3,84.7,88.1,74.5,74.3,98.9,100.3
2459495.0,3,3,3,7,7,7,3,0,85.6,87.9,74.6,74.2,101.6,100.1
2459496.0,7,3,3,3,3,0,3,3,92.2,87.7,73.9,74.1,100.1,99.9
2459497.0,7,7,7,7,7,3,0,3,80.8,87.6,74.0,74.0,98.6,99.8
2459498.0,3,7,3,7,15,7,7,27,84.2,87.4,73.0,73.9,96.5,99.7
2459499.0,15,15,15,7,7,3,15,15,88.2,87.3,72.6,73.9,96.4,99.6
2459500.0,48,80,27,80,27,27,15,15,83.1,87.2,72.4,73.8,95.8,99.5
2459501.0,15,7,7,0,3,3,0,0,83.1,87.0,72.0,73.8,95.4,99.5
2459502.0,7,7,3,7,3,7,7,7,82.9,87.0,72.2,73.8,93.8,99.5
2459503.0,7,7,7,7,0,0,3,7,83.5,86.9,70.4,73.7,91.1,99.6
2459504.0,15,7,3,7,0,7,3,3,77.0,86.8,69.0,73.7,87.9,99.7
2459505.0,0,3,3,15,7,7,27,15,76.9,86.7,68.3,73.8,89.1,99.7
2459506.0,27,15,7,3,7,7,7,15,75.3,86.5,68.0,73.8,91.4,99.7
2459507.0,15,27,7,7,7,27,27,7,75.4,86.4,66.0,73.8,90.9,99.7
2459508.0,3,15,3,3,7,7,3,7,75.3,86.2,66.9,73.8,91.2,99.7
2459509.0,7,7,7,7,3,7,7,7,81.1,86.1,69.8,73.8,92.5,99.7
2459510.0,3,0,3,3,7,3,3,7,86.0,86.0,70.9,73.8,93.7,99.6
2459511.0,7,0,0,3,3,0,3,3,85.8,85.9,73.2,73.8,98.0,99.6
2459512.0,3,3,3,3,3,7,3,3,92.2,85.9,75.3,73.8,102.4,99.6
2459513.0,3,7,3,3,3,7,3,3,99.4,86.0,77.9,73.8,107.6,99.7
2459514.0,7,7,3,3,3,3,0,7,107.9,86.1,84.5,73.9,116.8,99.7
2459515.0,3,0,3,3,3,0,3,3,109.5,86.1,86.7,73.9,119.5,99.8
2459516.0,0,3,0,0,0,7,0,0,110.3,86.1,86.2,73.9,124.1,99.9
2459517.0,3,0,0,3,0,3,3,7,106.9,86.1,84.8,73.9,120.2,99.9
2459518.0,7,7,7,3,3,7,7,27,105.7,86.1,84.8,73.8,120.0,99.9
2459519.0,27,15,15,15,48,15,15,27,101.2,86.0,83.8,73.8,118.1,99.8
2459520.0,7,15,7,7,3,3,15,27,96.3,85.9,84.8,73.7,115.8,99.6
2459521.0,27,27,15,27,15,7,7,7,95.5,85.7,82.8,73.6,111.7,99.4
2459522.0,15,3,7,3,3,0,27,140,87.6,85.6,77.9,73.4,106.5,99.1
2459523.0,80,48,140,140,80,27,7,7,92.3,85.6,78.1,73.3,98.9,98.9
2459524.0,7,27,15,3,15,27,15,15,91.2,85.7,78.8,73.3,105.4,98.8
2459525.0,27,15,15,15,3,27,15,15,80.6,86.0,77.0,73.4,101.8,98.8
2459526.0,27,3,0,3,3,3,3,0,85.9,86.4,75.3,73.5,103.5,99.0
2459527.0,0,0,0,3,3,3,7,15,86.6,86.8,73.8,73.6,100.3,99.1
2459528.0,7,7,7,3,3,3,7,15,90.3,86.9,73.9,73.7,100.5,99.4
2459529.0,15,7,15,3,3,3,7,3,85.8,87.2,73.0,73.9,99.4,99.7
2459530.0,3,0,3,3,7,3,3,3,82.8,87.7,71.9,74.2,96.0,100.2
2459531.0,3,7,3,3,3,0,0,3,81.2,88.3,70.8,74.4,95.4,100.7
2459532.0,0,3,3,3,0,0,3,3,79.3,88.8,70.0,74.7,95.3,101.1
2459533.0,3,3,3,3,3,3,0,3,77.0,89.3,68.6,75.0,94.2,101.6
2459534.0,0,3,3,3,3,7,27,27,77.6,89.8,68.3,75.2,93.7,101.9
2459535.0,27,27,15,7,7,7,7,7,78.4,90.3,68.0,75.5,92.4,102.3
2459536.0,27,7,15,15,7,7,7,15,77.4,90.7,68.7,75.7,91.1,102.5
2459537.0,7,7,3,3,3,3,3,3,79.9,91.0,68.2,76.0,90.0,102.9
2459538.0,3,3,3,3,7,3,7,7,77.1,91.3,67.7,76.1,87.3,103.2
2459539.0,7,3,7,7,7,15,7,15,77.7,91.5,68.3,76.2,90.7,103.4
2459540.0,15,7,7,15,15,15,7,15,77.0,91.6,68.8,76.3,91.4,103.5
2459541.0,15,15,0,3,3,7,7,7,76.3,91.7,69.0,76.4,91.6,103.6
2459542.0,7,7,7,15,7,7,7,7,77.8,91.8,70.3,76.5,98.0,103.6
2459543.0,7,7,7,3,3,3,3,3,81.3,91.7,72.1,76.5,101.9,103.6
2459544.0,7,7,3,3,3,3,3,3,91.2,91.7,73.1,76.6,100.8,103.6
2459545.0,3,3,3,3,3,7,0,3,89.9,91.8,74.8,76.6,104.4,103.5
2459546.0,0,0,3,3,3,3,3,15,89.4,92.0,76.1,76.6,105.9,103.5
2459547.0,15,15,7,7,3,3,7,15,89.7,92.3,76.5,76.7,102.8,103.5
2459548.0,27,27,3,3,3,3,7,3,89.8,92.6,75.7,76.8,103.7,103.6
2459549.0,3,0,3,0,3,3,7,48,87.5,92.9,74.7,77.0,103.4,103.8
2459550.0,27,27,15,7,15,15,15,27,84.0,93.1,73.0,77.1,99.6,104.0
2459551.0,7,7,15,3,7,15,7,7,84.2,93.3,73.0,77.2,97.8,104.2
2459552.0,3,3,3,7,15,15,15,7,82.9,93.4,72.2,77.3,97.1,104.4
2459553.0,15,15,15,3,3,3,7,3,85.6,93.6,71.0,77.4,90.5,104.6
2459554.0,7,7,3,3,3,15,15,15,80.3,93.6,70.2,77.6,89.8,104.8
2459555.0,7,3,7,3,7,15,7,3,77.6,93.7,68.2,77.7,88.7,104.9
2459556.0,15,3,3,3,3,3,3,3,76.6,93.8,65.9,77.8,86.6,104.9
2459557.0,3,3,7,7,0,3,3,3,74.6,93.8,64.8,77.9,89.3,104.9
2459558.0,3,3,0,0,3,3,0,0,74.4,93.8,63.4,78.0,84.5,105.0
2459559.0,0,3,3,3,0,3,3,7,73.4,93.8,63.6,78.0,83.9,105.0
2459560.0,7,15,3,0,0,0,3,3,73.9,93.7,63.8,78.1,78.4,105.1
2459561.0,3,7,0,0,0,3,3,3,77.4,93.7,65.9,78.1,85.4,105.1
2459562.0,0,15,15,7,3,0,3,3,78.2,93.6,66.6,78.1,87.9,105.1
2459563.0,3,3,7,3,3,3,3,3,86.2,93.7,69.1,78.2,93.9,105.2
2459564.0,3,7,7,15,7,15,7,7,99.3,93.7,75.5,78.2,102.2,105.4
