jd,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,F10,F81,S10,S10B,XM10,XM10B
2458353.0,7,15,7,3,7,3,0,7,67.0,68.9,58.5,60.2,68.0,69.4
2458354.0,7,3,7,3,3,3,3,3,70.0,68.8,60.5,60.1,70.8,69.4
2458355.0,0,3,7,7,15,3,3,3,72.0,68.8,60.8,60.1,69.5,69.3
2458356.0,3,3,7,7,7,3,15,27,72.0,68.7,61.1,60.0,71.8,69.2
2458357.0,80,140,140,48,48,80,48,15,71.0,68.7,60.4,59.9,69.0,69.1
2458358.0,7,15,15,27,27,80,48,15,70.0,68.6,60.6,59.9,68.3,68.9
2458359.0,27,15,7,15,7,3,0,3,70.0,68.6,59.9,59.8,67.8,68.8
2458360.0,7,7,3,3,3,7,3,7,71.0,68.6,60.5,59.7,65.6,68.7
2458361.0,7,3,3,3,3,0,3,7,68.0,68.6,60.2,59.7,64.2,68.7
2458362.0,7,3,3,3,3,7,7,3,68.0,68.6,59.7,59.7,67.2,68.6
2458363.0,3,3,3,3,7,3,7,3,68.0,68.6,59.3,59.7,66.9,68.6
2458364.0,7,7,7,3,3,3,3,7,68.0,68.7,59.5,59.7,70.6,68.7
2458365.0,7,7,3,3,3,3,3,3,68.0,68.7,59.5,59.7,69.7,68.8
2458366.0,7,15,15,3,3,7,7,15,68.0,68.8,59.4,59.8,68.9,68.8
2458367.0,27,15,7,15,15,7,7,3,68.0,68.9,58.9,59.8,68.6,68.9
2458368.0,7,3,7,3,3,3,3,7,67.0,68.9,59.1,59.8,67.7,68.9
2458369.0,7,7,3,3,3,3,3,3,68.0,68.9,59.0,59.8,67.8,68.9
2458370.0,3,3,15,3,3,3,3,7,69.0,68.9,59.4,59.8,68.4,69.0
2458371.0,7,7,3,3,7,3,7,15,68.0,69.0,59.5,59.8,69.4,69.0
2458372.0,3,3,3,7,15,48,48,48,69.0,69.0,60.2,59.8,71.7,69.0
2458373.0,27,48,80,80,27,15,15,7,69.0,69.0,60.8,59.7,70.0,69.0
2458374.0,7,7,3,7,7,7,7,15,70.0,69.0,60.7,59.7,73.2,69.0
2458375.0,27,27,15,15,15,15,7,15,70.0,69.0,60.5,59.7,67.7,69.0
2458376.0,48,27,15,7,7,7,15,15,69.0,69.0,60.5,59.6,70.0,68.9
2458377.0,15,15,7,7,7,3,3,7,69.0,69.0,59.8,59.6,68.8,68.9
2458378.0,7,7,7,7,3,0,3,7,69.0,69.0,59.3,59.6,71.3,68.8
2458379.0,15,15,7,7,7,7,15,15,68.0,69.0,59.1,59.5,68.2,68.8
2458380.0,15,7,7,7,3,3,3,3,68.0,69.0,58.6,59.5,67.9,68.7
2458381.0,3,15,7,3,0,3,0,0,68.0,69.0,57.7,59.4,69.0,68.6
2458382.0,3,0,0,3,3,0,0,0,67.0,68.9,58.2,59.4,66.3,68.6
2458383.0,3,3,3,3,3,3,7,48,67.0,69.0,58.1,59.3,67.6,68.4
2458384.0,48,27,15,27,27,15,27,27,68.0,68.9,58.5,59.3,67.0,68.4
2458385.0,27,15,7,15,15,7,7,7,68.0,68.9,58.6,59.2,64.7,68.3
2458386.0,15,15,7,7,7,3,7,7,69.0,68.9,58.6,59.2,65.3,68.2
2458387.0,7,15,3,15,15,7,15,15,68.0,68.9,58.5,59.2,63.6,68.2
2458388.0,3,7,15,3,7,7,3,15,69.0,68.9,59.1,59.1,65.7,68.1
2458389.0,7,7,15,7,7,3,3,7,67.0,68.9,58.7,59.1,64.9,68.1
2458390.0,15,15,15,3,3,0,3,7,69.0,68.9,58.3,59.1,67.6,68.0
2458391.0,7,15,7,15,7,7,3,15,69.0,69.0,58.6,59.1,66.9,68.0
2458392.0,3,15,0,3,3,0,7,7,68.0,69.0,58.8,59.1,68.4,68.0
2458393.0,0,7,3,7,27,7,7,7,70.0,69.0,58.9,59.0,67.8,68.0
2458394.0,27,15,7,3,7,3,7,0,67.0,69.0,58.9,59.0,69.7,68.0
2458395.0,3,3,3,7,3,3,7,15,68.0,69.0,58.5,59.0,69.9,67.9
2458396.0,3,0,3,0,3,7,3,3,67.0,68.9,58.1,58.9,67.2,67.9
2458397.0,15,15,7,7,15,3,3,7,69.0,68.9,58.4,58.9,68.2,67.8
2458398.0,15,3,7,7,3,0,3,0,69.0,68.9,58.7,58.8,68.0,67.8
2458399.0,0,3,3,15,27,48,48,48,68.0,68.9,59.1,58.8,67.6,67.8
2458400.0,27,27,27,15,27,15,7,7,69.0,68.9,59.4,58.8,69.7,67.8
2458401.0,15,15,15,27,15,27,15,15,70.0,68.9,60.0,58.8,69.3,67.9
2458402.0,27,3,3,7,15,15,48,15,70.0,69.0,60.4,58.8,70.1,68.0
2458403.0,15,15,15,7,7,7,7,3,71.0,69.0,60.5,58.7,70.8,68.0
2458404.0,3,7,7,3,3,3,3,3,72.0,69.0,60.9,58.7,71.6,68.0
2458405.0,3,15,3,3,7,48,27,27,72.0,69.0,61.3,58.7,72.8,68.0
2458406.0,7,3,3,7,7,7,3,7,72.0,69.0,61.0,58.7,69.8,67.9
2458407.0,15,7,7,7,7,15,15,15,70.0,69.0,60.3,58.6,73.0,67.9
2458408.0,7,3,3,7,7,7,3,3,70.0,69.1,59.3,58.6,70.8,67.9
2458409.0,0,3,7,0,0,0,0,3,70.0,69.1,59.6,58.6,70.2,67.9
2458410.0,3,3,3,0,0,0,0,0,70.0,69.1,59.4,58.6,69.7,67.9
2458411.0,0,0,0,0,0,0,0,3,70.0,69.1,58.8,58.6,68.8,67.8
2458412.0,3,0,0,0,0,0,0,0,70.0,69.1,59.0,58.5,68.0,67.8
2458413.0,0,0,0,7,7,7,3,3,71.0,69.1,59.7,58.5,69.4,67.8
2458414.0,15,7,7,3,3,3,3,3,71.0,69.1,59.3,58.4,67.4,67.7
2458415.0,3,7,3,3,3,3,0,0,72.0,69.1,59.5,58.4,65.9,67.6
2458416.0,3,0,3,7,0,0,3,3,70.0,69.0,59.3,58.3,67.2,67.6
2458417.0,0,7,3,7,3,7,7,7,69.0,69.0,58.5,58.3,66.9,67.5
2458418.0,7,3,3,7,7,3,7,7,69.0,69.1,58.2,58.3,68.3,67.5
2458419.0,3,7,7,7,0,0,3,0,69.0,69.1,58.1,58.2,64.8,67.4
2458420.0,7,3,3,3,0,3,3,0,68.0,69.1,58.1,58.2,67.8,67.5
2458421.0,3,3,3,3,3,3,3,0,69.0,69.1,57.7,58.2,67.0,67.5
2458422.0,7,7,3,3,0,3,3,3,67.0,69.2,57.1,58.2,65.8,67.5
2458423.0,3,0,0,3,3,3,3,7,68.0,69.2,57.6,58.2,60.0,67.5
2458424.0,3,3,7,7,3,3,3,3,67.0,69.3,57.4,58.2,66.1,67.5
2458425.0,7,3,3,7,3,3,3,0,68.0,69.3,57.1,58.2,66.5,67.5
2458426.0,7,7,3,0,0,0,0,3,67.0,69.3,57.2,58.2,65.2,67.6
2458427.0,3,3,3,3,3,15,48,48,67.0,69.4,56.9,58.2,65.8,67.6
2458428.0,27,80,48,48,15,15,27,15,68.0,69.4,57.4,58.2,64.5,67.6
2458429.0,7,27,7,7,7,3,3,15,69.0,69.4,57.5,58.2,65.0,67.7
2458430.0,15,15,15,3,3,3,7,15,69.0,69.4,57.1,58.2,66.0,67.7
2458431.0,15,27,7,15,3,3,7,3,70.0,69.5,57.4,58.2,66.0,67.7
2458432.0,3,3,3,7,3,15,15,27,69.0,69.5,56.8,58.2,66.9,67.7
2458433.0,7,7,7,27,7,3,15,27,69.0,69.5,56.6,58.2,66.2,67.7
2458434.0,15,7,7,3,3,3,7,7,69.0,69.5,56.9,58.1,66.5,67.6
2458435.0,7,15,15,3,7,3,7,7,68.0,69.6,56.5,58.1,66.0,67.6
2458436.0,7,3,3,3,3,0,3,0,67.0,69.6,56.2,58.1,65.6,67.5
2458437.0,0,3,3,3,3,3,3,0,68.0,69.6,56.5,58.1,65.6,67.5
2458438.0,0,0,0,0,0,3,0,0,68.0,69.6,57.7,58.1,68.3,67.5
2458439.0,0,0,3,0,0,3,0,0,71.0,69.6,58.2,58.1,70.6,67.4
2458440.0,0,0,3,0,0,0,0,0,73.0,69.6,58.8,58.1,69.7,67.4
2458441.0,0,3,0,3,3,3,0,3,72.0,69.6,59.5,58.1,70.2,67.4
2458442.0,3,7,3,3,0,3,3,3,71.0,69.6,59.0,58.1,69.2,67.4
2458443.0,7,15,3,3,0,3,3,3,71.0,69.6,58.6,58.0,67.4,67.4
2458444.0,3,15,3,3,3,0,0,3,69.0,69.6,58.0,58.0,68.5,67.3
2458445.0,3,3,3,3,3,3,3,0,69.0,69.6,57.6,58.0,68.8,67.3
2458446.0,3,3,3,3,0,0,3,3,69.0,69.6,57.5,57.9,66.9,67.2
2458447.0,3,0,3,3,3,7,3,3,70.0,69.6,57.6,57.9,66.1,67.2
2458448.0,3,3,0,3,3,3,0,3,70.0,69.7,57.7,57.9,67.4,67.1
2458449.0,3,3,0,0,0,0,0,3,69.0,69.7,57.4,57.9,66.5,67.0
2458450.0,3,3,0,3,7,7,7,7,68.0,69.7,57.4,57.9,67.4,66.9
2458451.0,3,3,0,0,0,3,3,3,68.0,69.7,56.9,57.9,66.9,66.9
2458452.0,7,0,0,0,0,0,0,3,68.0,69.7,56.9,57.9,66.5,66.9
2458453.0,3,0,0,0,3,0,0,0,68.0,69.7,56.8,57.8,67.9,66.8
2458454.0,3,3,3,3,7,15,15,7,69.0,69.7,56.6,57.8,66.7,66.8
2458455.0,7,7,15,7,7,15,15,27,69.0,69.7,56.7,57.8,63.7,66.7
2458456.0,15,7,7,3,15,15,15,7,68.0,69.7,56.5,57.7,65.7,66.8
2458457.0,15,15,7,7,3,7,3,7,69.0,69.7,56.1,57.7,65.1,66.7
2458458.0,7,7,0,3,3,3,0,7,71.0,69.7,57.5,57.6,68.4,66.7
2458459.0,7,7,3,3,7,3,3,3,69.7,69.7,57.4,57.6,66.6,66.6
2458460.0,3,15,15,7,7,7,15,7,70.1,69.7,57.9,57.6,69.5,66.6
2458461.0,7,15,15,7,7,15,7,7,70.5,69.7,58.9,57.6,69.7,66.5
2458462.0,7,3,3,3,3,15,15,27,71.6,69.7,58.8,57.6,69.2,66.5
2458463.0,15,15,15,15,7,7,7,7,71.0,69.7,58.5,57.5,66.3,66.5
2458464.0,3,7,15,7,0,7,7,7,71.0,69.7,58.2,57.5,66.5,66.5
2458465.0,7,3,3,3,3,3,7,3,70.8,69.8,58.4,57.5,70.3,66.5
2458466.0,0,3,0,0,0,3,0,0,70.2,69.8,58.0,57.5,69.3,66.5
2458467.0,3,3,0,3,0,3,3,3,70.8,69.9,58.0,57.5,67.8,66.5
2458468.0,3,0,0,0,0,0,3,0,71.2,69.9,58.6,57.6,66.9,66.6
2458469.0,3,0,3,0,0,3,0,3,69.8,70.0,58.7,57.6,69.4,66.6
2458470.0,3,3,7,3,3,7,7,7,70.1,70.1,57.9,57.6,67.4,66.7
2458471.0,15,3,3,3,7,7,15,3,70.4,70.2,57.6,57.6,66.2,66.8
2458472.0,3,3,3,7,3,7,3,7,70.2,70.3,57.5,57.7,66.9,66.9
2458473.0,15,15,15,7,3,7,15,15,69.8,70.3,57.0,57.7,65.3,66.9
2458474.0,7,7,3,3,3,0,3,3,71.1,70.4,57.5,57.8,65.3,66.9
2458475.0,3,3,0,3,0,0,3,3,71.0,70.4,57.9,57.8,66.5,66.9
2458476.0,3,0,0,0,3,0,3,3,70.2,70.4,57.9,57.9,64.0,66.9
2458477.0,3,0,0,3,3,3,3,3,69.5,70.5,57.7,57.9,64.7,66.9
2458478.0,3,7,0,0,3,3,3,3,69.6,70.5,57.8,57.9,66.6,66.9
2458479.0,3,0,0,3,3,3,3,0,68.7,70.6,58.0,57.9,66.2,66.8
2458480.0,3,7,3,0,0,3,3,15,68.5,70.6,57.9,57.9,66.7,66.7
2458481.0,27,27,48,15,27,15,27,15,69.3,70.5,57.8,57.9,67.4,66.7
2458482.0,15,15,15,7,15,7,7,7,69.0,70.5,58.2,57.9,67.2,66.6
2458483.0,3,15,15,7,7,15,7,7,69.4,70.5,58.2,57.8,68.0,66.6
2458484.0,15,7,7,7,7,3,0,3,69.3,70.5,58.2,57.8,68.1,66.5
2458485.0,3,3,15,7,7,3,0,3,71.9,70.5,58.2,57.8,68.4,66.5
2458486.0,0,0,0,0,0,3,0,3,75.2,70.5,59.1,57.8,69.4,66.4
2458487.0,3,0,0,3,3,0,0,3,72.6,70.6,59.2,57.8,65.6,66.4
2458488.0,3,3,3,7,7,15,15,15,71.5,70.6,58.8,57.8,66.0,66.3
2458489.0,48,27,7,7,7,7,7,15,71.1,70.6,58.4,57.9,64.8,66.3
2458490.0,7,15,7,7,7,7,15,7,72.0,70.6,58.7,57.9,63.4,66.4
2458491.0,7,15,7,7,7,3,3,7,71.5,70.6,58.4,57.9,65.3,66.4
2458492.0,7,7,7,7,7,3,3,3,71.3,70.7,58.2,57.9,68.2,66.4
2458493.0,7,0,3,7,3,0,3,3,71.5,70.7,57.1,57.9,65.0,66.4
2458494.0,3,3,3,3,7,0,0,3,70.1,70.7,56.6,58.0,66.2,66.5
2458495.0,7,3,27,3,3,3,3,3,68.1,70.7,56.0,58.0,62.5,66.5
2458496.0,3,3,0,0,3,3,3,3,69.6,70.8,56.5,58.0,66.5,66.6
2458497.0,0,7,3,3,0,0,3,3,68.9,70.8,56.4,58.1,61.2,66.7
2458498.0,7,7,7,7,3,7,3,7,70.0,70.8,56.1,58.1,65.2,66.7
2458499.0,15,3,3,3,3,3,7,3,69.5,70.8,56.2,58.1,63.3,66.7
2458500.0,3,7,7,3,0,3,7,15,69.7,70.8,56.1,58.1,64.0,66.7
2458501.0,15,7,3,3,3,7,7,7,68.6,70.8,56.1,58.1,64.3,66.7
2458502.0,7,7,3,7,7,3,3,3,68.8,70.8,56.3,58.1,63.7,66.6
2458503.0,3,3,0,7,0,0,3,15,69.7,70.8,56.2,58.1,62.8,66.6
2458504.0,7,3,3,3,3,3,3,3,69.2,70.8,56.4,58.1,62.2,66.5
2458505.0,3,0,0,3,3,3,7,7,69.9,70.8,56.9,58.1,63.1,66.5
2458506.0,3,3,0,0,3,3,7,7,70.7,70.8,57.6,58.1,66.2,66.4
2458507.0,15,15,7,15,15,15,7,27,71.5,70.8,58.0,58.1,67.4,66.3
2458508.0,27,15,27,7,3,15,27,48,72.4,70.8,58.8,58.1,73.4,66.3
2458509.0,15,7,15,15,15,15,7,7,75.0,70.8,59.3,58.1,69.4,66.3
2458510.0,3,7,7,3,15,15,3,0,76.6,70.8,59.7,58.1,72.4,66.3
2458511.0,7,3,3,3,3,3,3,3,75.1,70.8,59.8,58.1,71.8,66.3
2458512.0,3,0,0,0,0,0,0,0,75.8,70.8,60.1,58.1,70.3,66.3
2458513.0,3,0,0,0,3,0,0,0,73.1,70.9,61.0,58.1,68.7,66.3
2458514.0,0,0,0,0,0,0,3,3,73.5,70.9,60.9,58.1,67.7,66.3
2458515.0,3,0,3,3,15,15,15,48,72.1,70.9,60.2,58.1,65.5,66.3
2458516.0,15,27,15,7,15,15,15,27,72.1,70.9,59.4,58.2,66.9,66.4
2458517.0,27,27,15,7,7,27,15,15,70.9,70.9,58.6,58.2,64.7,66.4
2458518.0,27,15,15,3,3,7,7,15,71.1,70.9,58.2,58.2,63.8,66.4
2458519.0,3,0,3,0,7,7,15,15,70.7,70.9,57.7,58.2,66.0,66.4
2458520.0,15,3,3,0,0,3,3,3,70.6,70.9,57.5,58.2,63.3,66.5
2458521.0,7,7,7,15,15,3,7,15,71.3,70.9,57.2,58.2,64.2,66.5
2458522.0,7,3,3,0,0,3,7,3,70.2,70.9,56.9,58.2,65.7,66.6
2458523.0,7,7,7,3,3,3,7,27,71.8,71.0,57.2,58.2,64.9,66.6
2458524.0,15,7,7,7,7,15,15,3,70.3,71.1,57.3,58.3,64.7,66.7
2458525.0,7,15,3,3,3,3,3,3,70.0,71.3,57.5,58.3,63.3,66.8
2458526.0,3,3,7,3,15,15,7,15,69.9,71.4,57.1,58.3,63.2,66.8
2458527.0,7,15,3,3,3,3,0,15,70.2,71.4,58.0,58.4,63.1,66.8
2458528.0,7,15,15,27,15,15,7,7,70.4,71.4,59.0,58.4,64.6,66.8
2458529.0,15,15,15,15,3,0,7,3,71.4,71.3,59.6,58.4,67.4,66.8
2458530.0,15,3,3,0,3,0,3,0,70.9,71.3,59.1,58.3,68.2,66.8
2458531.0,0,0,3,0,3,7,3,0,70.7,71.3,58.9,58.3,69.9,66.8
2458532.0,3,0,3,3,0,0,7,7,70.1,71.2,59.1,58.3,69.0,66.8
2458533.0,15,15,3,3,3,3,3,3,69.9,71.2,58.9,58.3,69.0,66.8
2458534.0,3,3,3,0,3,0,3,3,70.2,71.2,59.2,58.3,69.1,66.8
2458535.0,3,0,0,0,3,3,7,7,71.0,71.2,59.0,58.3,69.6,66.8
2458536.0,15,3,27,7,15,7,3,15,70.8,71.2,59.6,58.3,71.9,66.8
2458537.0,7,0,3,3,0,0,3,3,71.2,71.2,59.1,58.3,71.0,66.9
2458538.0,3,0,0,0,0,3,3,0,70.7,71.2,59.0,58.3,70.1,67.0
2458539.0,0,0,3,0,3,0,0,0,70.5,71.2,59.0,58.4,68.5,67.0
2458540.0,3,0,3,3,0,0,0,3,70.4,71.3,58.4,58.5,67.1,67.1
2458541.0,3,0,0,7,0,0,0,3,70.6,71.4,58.6,58.5,65.9,67.2
2458542.0,3,0,3,3,15,15,15,27,70.7,71.5,58.0,58.6,64.0,67.3
2458543.0,48,15,7,27,48,27,27,15,70.1,71.6,57.6,58.7,64.4,67.5
2458544.0,27,48,15,15,15,27,27,27,69.9,71.7,57.3,58.9,63.6,67.7
2458545.0,27,15,15,7,7,15,7,7,69.4,71.8,56.9,59.0,62.1,67.9
2458546.0,7,15,3,3,7,3,3,7,69.5,71.9,57.2,59.0,63.2,68.1
2458547.0,7,15,7,7,7,3,3,7,70.9,72.0,58.1,59.1,65.3,68.2
2458548.0,7,7,3,3,3,3,3,7,72.0,72.1,58.4,59.1,66.4,68.3
2458549.0,3,3,15,7,7,3,7,7,72.5,72.1,58.5,59.1,65.9,68.3
2458550.0,3,3,3,3,15,7,15,15,70.9,72.1,58.7,59.2,68.5,68.4
2458551.0,15,3,7,7,0,0,3,7,71.8,72.1,58.9,59.2,68.5,68.5
2458552.0,3,0,3,7,7,3,3,7,70.7,72.1,59.1,59.2,68.5,68.5
2458553.0,7,7,3,0,3,0,3,0,71.1,72.1,58.8,59.2,67.6,68.5
2458554.0,0,0,3,7,3,0,3,0,70.4,72.0,58.3,59.2,65.8,68.5
2458555.0,7,3,15,7,7,3,3,3,70.7,72.0,58.1,59.1,65.1,68.5
2458556.0,3,7,7,3,0,0,7,3,70.8,71.9,58.4,59.1,67.6,68.6
2458557.0,0,3,7,3,15,3,7,15,70.1,71.9,59.2,59.1,67.4,68.6
2458558.0,15,15,7,3,0,3,7,3,69.6,71.9,58.5,59.1,67.4,68.6
2458559.0,3,7,3,15,15,7,7,27,69.5,71.8,58.3,59.1,67.8,68.6
2458560.0,48,27,27,15,7,7,3,3,69.3,71.8,58.5,59.1,69.7,68.6
2458561.0,3,3,3,3,3,3,3,3,70.0,71.7,58.4,59.1,69.5,68.7
2458562.0,3,3,3,7,7,3,15,15,69.7,71.7,58.2,59.1,70.4,68.7
2458563.0,3,7,7,3,7,3,3,3,76.8,71.6,59.9,59.1,73.6,68.7
2458564.0,0,3,3,3,3,0,0,0,80.1,71.6,60.8,59.0,70.8,68.7
2458565.0,0,0,3,0,0,0,0,0,82.4,71.6,61.3,59.0,74.9,68.8
2458566.0,0,0,0,3,0,0,0,0,79.4,71.6,61.9,59.0,72.2,68.8
2458567.0,0,0,3,3,0,3,0,7,75.4,71.6,61.1,59.1,67.4,68.8
2458568.0,7,7,3,3,3,7,3,7,71.2,71.6,59.9,59.1,66.7,68.9
2458569.0,15,15,3,3,3,0,0,7,69.0,71.6,57.5,59.1,65.4,69.0
2458570.0,7,7,15,15,7,3,7,3,68.9,71.7,56.9,59.2,64.9,69.1
2458571.0,3,15,15,7,15,7,7,15,68.4,71.8,56.5,59.2,64.7,69.2
2458572.0,7,7,7,7,3,7,7,3,68.8,71.8,56.1,59.3,63.6,69.3
2458573.0,7,3,0,3,3,0,0,0,69.4,71.9,56.8,59.3,66.9,69.4
2458574.0,15,27,15,7,7,7,15,3,69.5,72.0,56.6,59.3,67.1,69.5
2458575.0,7,7,7,27,7,7,3,0,69.3,72.1,57.2,59.4,67.1,69.7
2458576.0,3,3,3,3,3,3,15,15,70.8,72.2,57.9,59.4,66.3,69.8
2458577.0,15,27,15,7,15,7,7,15,70.6,72.2,58.2,59.4,69.9,69.9
2458578.0,15,7,7,15,7,15,7,3,70.3,72.3,58.8,59.5,69.4,70.0
2458579.0,15,15,15,7,15,15,7,15,71.7,72.3,59.3,59.5,69.0,70.1
2458580.0,7,15,7,7,3,3,7,3,73.6,72.4,62.0,59.5,69.1,70.2
2458581.0,3,7,3,3,7,3,3,7,76.5,72.4,62.9,59.5,70.8,70.2
2458582.0,15,27,15,7,15,15,7,7,78.6,72.4,64.5,59.5,73.6,70.2
2458583.0,27,7,15,15,7,7,7,7,79.0,72.4,65.0,59.6,78.5,70.3
2458584.0,27,27,15,3,7,15,15,7,78.1,72.3,65.2,59.5,76.6,70.3
2458585.0,7,15,7,7,7,7,3,3,78.5,72.3,64.5,59.5,82.0,70.4
2458586.0,15,7,7,3,7,3,7,15,77.3,72.3,64.1,59.5,78.6,70.4
2458587.0,15,15,7,3,3,3,7,3,77.9,72.3,61.7,59.5,76.9,70.4
2458588.0,0,7,7,3,0,3,0,3,75.4,72.2,60.8,59.5,77.6,70.5
2458589.0,7,7,15,7,7,3,7,7,75.4,72.1,60.0,59.5,73.3,70.5
2458590.0,7,7,15,7,7,3,3,3,74.2,72.1,59.6,59.4,75.4,70.5
2458591.0,3,0,3,0,0,3,7,3,76.1,72.0,62.7,59.4,77.6,70.5
2458592.0,0,0,0,0,3,0,3,0,74.6,72.0,59.9,59.4,73.8,70.4
2458593.0,0,0,3,7,3,3,7,3,72.7,72.0,59.8,59.4,71.4,70.4
2458594.0,3,3,3,3,3,3,3,3,69.9,71.9,59.7,59.4,68.2,70.5
2458595.0,7,3,3,3,3,0,0,3,69.3,71.9,58.8,59.4,68.2,70.5
2458596.0,3,3,3,3,3,3,3,3,69.4,71.9,58.5,59.4,68.5,70.6
2458597.0,3,3,0,3,3,7,15,15,68.8,71.9,59.9,59.5,67.0,70.7
2458598.0,15,3,0,7,7,7,3,7,69.3,71.9,57.4,59.5,67.2,70.8
2458599.0,3,7,7,7,7,0,3,0,67.5,71.9,57.0,59.5,66.9,70.9
2458600.0,3,0,3,3,3,3,3,7,67.2,71.9,56.4,59.6,66.5,71.1
2458601.0,3,0,7,7,7,3,7,7,66.9,71.9,56.3,59.6,67.7,71.2
2458602.0,3,3,7,3,3,3,7,7,67.9,71.9,56.4,59.6,66.7,71.3
2458603.0,7,7,0,3,3,7,3,3,66.9,71.9,56.5,59.7,65.3,71.3
2458604.0,7,3,0,3,7,3,7,3,68.5,71.8,56.4,59.7,65.8,71.4
2458605.0,3,7,7,7,7,7,15,27,67.6,71.6,56.9,59.6,67.8,71.4
2458606.0,27,27,15,7,7,7,7,7,69.2,71.5,58.1,59.6,65.5,71.4
2458607.0,7,7,7,3,7,3,7,15,69.8,71.3,59.1,59.6,66.9,71.4
2458608.0,3,7,15,15,15,7,7,7,72.3,71.2,60.5,59.6,67.7,71.4
2458609.0,7,3,0,0,3,3,0,3,73.5,71.2,61.3,59.5,69.4,71.4
2458610.0,3,3,0,7,7,3,7,7,76.0,71.2,62.7,59.5,77.5,71.4
2458611.0,7,7,3,3,3,3,7,3,78.7,71.1,63.0,59.5,78.6,71.4
2458612.0,0,3,0,0,3,0,0,3,75.3,71.1,62.8,59.5,77.2,71.4
2458613.0,3,7,15,7,3,3,7,7,76.2,71.1,61.9,59.5,79.4,71.5
2458614.0,7,7,3,3,3,7,15,15,76.3,71.1,62.0,59.5,78.7,71.5
2458615.0,48,27,27,27,27,7,15,27,78.0,71.1,62.1,59.5,81.5,71.5
2458616.0,7,3,3,0,0,0,3,7,76.0,71.0,62.1,59.4,79.9,71.5
2458617.0,3,3,3,7,3,7,3,7,77.0,71.0,61.4,59.4,79.3,71.5
2458618.0,15,80,140,27,7,15,27,7,77.0,70.9,61.7,59.4,79.9,71.4
2458619.0,3,7,7,3,7,7,7,3,74.0,70.9,61.6,59.4,77.8,71.4
2458620.0,7,7,7,3,7,3,15,15,73.6,70.8,60.9,59.4,72.4,71.4
2458621.0,15,7,3,3,7,3,0,3,72.1,70.8,60.1,59.3,71.1,71.4
2458622.0,3,3,7,7,3,0,3,0,70.6,70.7,59.1,59.3,67.6,71.4
2458623.0,0,0,3,3,3,3,0,7,68.0,70.5,58.3,59.2,66.9,71.4
2458624.0,15,7,3,3,3,3,3,3,68.7,70.4,57.1,59.1,66.8,71.3
2458625.0,3,7,3,3,7,0,0,3,68.0,70.3,56.3,59.0,66.8,71.2
2458626.0,0,3,7,3,3,3,3,3,67.3,70.1,56.5,59.0,66.5,71.1
2458627.0,3,3,3,7,3,3,3,7,66.5,70.0,56.4,58.9,66.7,71.1
2458628.0,3,7,3,3,3,3,7,7,66.4,69.9,56.3,58.9,66.7,71.0
2458629.0,3,3,0,3,3,3,7,7,67.0,69.8,56.5,58.8,66.8,71.0
2458630.0,3,3,3,0,3,3,3,15,68.0,69.7,56.6,58.8,65.5,71.0
2458631.0,15,15,15,7,3,15,7,3,67.5,69.6,57.1,58.8,67.4,70.9
2458632.0,3,3,7,7,7,7,15,15,68.1,69.5,57.4,58.7,68.4,70.8
2458633.0,15,27,15,15,7,7,15,15,68.2,69.4,58.4,58.7,68.2,70.8
2458634.0,15,7,7,7,7,3,7,7,68.7,69.3,59.0,58.7,70.6,70.8
2458635.0,7,7,7,3,3,3,0,3,68.7,69.3,59.2,58.7,70.4,70.8
2458636.0,3,0,3,0,3,3,3,3,69.7,69.2,60.1,58.6,72.4,70.8
2458637.0,7,3,0,0,3,3,3,3,69.9,69.2,60.6,58.6,73.8,70.7
2458638.0,3,3,0,7,3,3,3,3,69.8,69.2,61.1,58.6,75.6,70.7
2458639.0,7,7,7,7,7,7,7,7,70.0,69.2,61.1,58.5,78.0,70.7
2458640.0,7,3,3,0,3,3,3,3,69.8,69.1,61.1,58.5,77.5,70.7
2458641.0,3,3,3,3,3,0,3,0,68.9,69.1,61.1,58.5,78.1,70.8
2458642.0,3,3,3,3,7,3,3,3,68.9,69.2,60.9,58.5,77.7,70.8
2458643.0,3,3,0,7,15,27,48,27,68.4,69.1,60.6,58.5,76.7,70.7
2458644.0,15,7,7,3,3,3,3,3,68.4,69.1,60.0,58.5,75.6,70.7
2458645.0,3,3,0,3,3,3,3,3,68.9,69.1,59.8,58.5,74.3,70.8
2458646.0,3,3,3,3,3,0,3,3,69.7,69.1,59.7,58.5,75.2,70.7
2458647.0,3,7,3,3,3,3,3,0,69.5,69.1,59.2,58.5,70.8,70.8
2458648.0,3,7,7,7,15,7,7,27,67.5,69.1,58.1,58.5,67.8,70.8
2458649.0,15,7,15,7,7,3,3,3,68.0,69.0,57.1,58.4,65.5,70.9
2458650.0,3,7,7,7,3,3,0,3,66.7,69.0,56.5,58.4,66.8,70.9
2458651.0,3,7,3,3,3,3,0,3,65.9,68.9,56.0,58.3,67.2,70.8
2458652.0,0,3,3,3,3,3,0,3,66.3,68.7,55.6,58.3,65.4,70.7
2458653.0,3,3,0,3,3,3,3,3,67.0,68.6,55.5,58.2,65.6,70.6
2458654.0,3,3,3,3,3,3,3,3,68.0,68.5,56.0,58.1,67.8,70.5
2458655.0,3,7,15,7,3,3,7,7,67.7,68.4,56.1,58.1,67.3,70.4
